NBSY-0218SD,55,25091,0.000000,0.000000,921.000000,567.000000
NBSY-0218SD,11,25092,812.000000,640.000000,383.000000,1198.000000
NBSY-0218SD,27,25093,574.000000,0.000000,400.000000,2301.000000
NBSY-0218SD,27,25094,1032.000000,0.000000,58.000000,2138.000000
NBSY-0218SD,59,25095,0.000000,991.000000,811.000000,535.000000
NBSY-0218SD,71,25096,1033.000000,0.000000,158.000000,488.000000
NBSY-0218SD,33,25097,0.000000,377.000000,444.500000,128.000000
NBSY-0218SD,41,25098,1085.000000,0.000000,58.000000,1472.000000
NBSY-0218SD,60,25099,857.000000,1077.000000,78.000000,388.000000
NBSY-0218SD,58,25100,0.000000,1508.000000,716.000000,198.000000
NBSY-0218SD,25,25102,0.000000,1541.500000,764.000000,555.000000
NBSY-0218SD,82,25103,723.000000,829.000000,347.000000,351.000000
NBSY-0218SD,65,25104,770.000000,1579.000000,439.000000,387.000000
NBSY-0218SD,8,25105,1176.000000,1220.000000,38.000000,618.000000
NBSY-0218SD,59,25106,811.000000,991.000000,394.000000,533.500000
NBSY-0218SD,3,25107,0.000000,248.000000,930.000000,471.500000
NBSY-0218SD,47,25108,0.000000,2146.000000,770.000000,58.000000
NBSY-0218SD,62,25109,848.000000,1856.500000,372.000000,339.000000
NBSY-0218SD,71,25110,900.000000,0.000000,133.000000,558.000000
NBSY-0218SD,69,25111,883.000000,1316.500000,279.500000,229.000000
NBSY-0218SD,64,25112,0.000000,1112.000000,966.000000,721.000000
NBSY-0218SD,64,25113,0.000000,198.000000,792.000000,357.000000
NBSY-0218SD,74,25114,0.000000,1047.500000,795.500000,385.000000
NBSY-0218SD,95,25115,882.000000,0.000000,58.000000,950.000000
NBSY-0218SD,37,25116,792.000000,0.000000,392.000000,318.000000
NBSY-0218SD,76,25117,1133.000000,448.000000,78.000000,488.000000
NBSY-0218SD,51,25118,986.500000,530.000000,229.000000,452.000000
NBSY-0218SD,1,25119,1044.000000,0.000000,118.000000,1839.000000
