ZQB-0218S,33,30204,489.000000,0.000000,480.000000,2053.000000
ZQB-0218S,92,30205,0.000000,1017.000000,818.000000,438.000000
ZQB-0218S,45,30206,0.000000,1695.500000,823.500000,295.000000
ZQB-0218S,52,30207,580.000000,0.000000,593.000000,387.000000
ZQB-0218S,64,30208,0.000000,482.000000,819.000000,356.000000
ZQB-0218S,86,30209,0.000000,734.000000,712.000000,557.000000
ZQB-0218S,51,30210,0.000000,1085.000000,866.000000,558.000000
ZQB-0218S,59,30211,868.000000,647.000000,329.000000,562.000000
ZQB-0218S,49,30213,0.000000,1803.000000,761.000000,577.000000
ZQB-0218S,60,30214,949.000000,1862.000000,238.000000,488.000000
ZQB-0218S,40,30215,0.000000,358.000000,410.000000,2034.000000
ZQB-0218S,27,30216,1075.000000,1560.000000,58.000000,387.000000
ZQB-0218S,83,30217,0.000000,438.000000,949.000000,575.000000
ZQB-0218S,34,30218,1170.000000,0.000000,38.000000,1208.000000
ZQB-0218S,29,30219,575.000000,0.000000,578.000000,2048.000000
ZQB-0218S,87,30220,1037.500000,0.000000,178.000000,460.000000
ZQB-0218S,18,30221,580.000000,0.000000,578.000000,2303.000000
ZQB-0218S,23,30222,1180.000000,1238.000000,38.000000,860.000000
ZQB-0218S,41,30223,0.000000,0.000000,662.000000,429.000000
ZQB-0218S,22,30224,0.000000,0.000000,963.000000,598.000000
ZQB-0218S,90,30225,668.000000,0.000000,387.000000,495.000000
ZQB-0218S,75,30226,1151.000000,0.000000,58.000000,410.000000
ZQB-0218S,88,30227,1162.000000,1290.000000,58.000000,443.000000
ZQB-0218S,23,30228,1046.000000,0.000000,38.000000,1913.000000
ZQB-0218S,70,30229,868.000000,0.000000,329.000000,562.000000
ZQB-0218S,50,30230,736.000000,495.000000,478.000000,519.000000
ZQB-0218S,75,30231,960.000000,1436.000000,223.000000,338.000000
ZQB-0218S,56,30232,810.000000,1576.000000,410.000000,495.000000
ZQB-0218S,20,30233,0.000000,0.000000,580.000000,2123.000000
ZQB-0218S,67,30234,1148.000000,1794.000000,58.000000,410.000000
ZQB-0218S,38,30235,0.000000,0.000000,579.000000,1647.000000
ZQB-0218S,66,30236,949.000000,807.000000,238.000000,488.000000
ZQB-0218S,52,30237,800.000000,403.000000,412.000000,358.000000
ZQB-0218S,69,30238,0.000000,0.000000,998.000000,498.000000
ZQB-0218S,68,30239,801.000000,1637.000000,132.500000,393.000000
ZQB-0218S,75,30240,0.000000,548.000000,963.000000,330.000000
ZQB-0218S,69,30241,1025.000000,1924.000000,158.000000,338.000000
ZQB-0218S,91,30242,0.000000,1112.500000,648.000000,598.000000
ZQB-0218S,18,30243,1158.000000,0.000000,58.000000,2120.000000
ZQB-0218S,56,30244,1000.000000,58.000000,215.000000,449.000000
ZQB-0218S,96,30245,1107.000000,810.000000,92.500000,538.000000
ZQB-0218S,59,30246,1001.000000,330.000000,198.000000,288.000000
ZQB-0218S,51,30247,0.000000,0.000000,637.000000,509.000000
ZQB-0218S,83,30248,949.000000,438.000000,217.500000,514.000000
ZQB-0218S,84,30249,943.000000,305.000000,158.000000,288.000000
ZQB-0218S,89,30250,1155.000000,1789.000000,58.000000,402.000000
ZQB-0218S,8,30251,665.000000,0.000000,361.000000,1136.000000
ZQB-0218S,62,30252,1167.500000,0.000000,48.000000,463.000000
ZQB-0218S,70,30253,0.000000,1777.000000,763.000000,577.000000
ZQB-0218S,96,30254,0.000000,810.000000,710.000000,555.000000
ZQB-0218S,95,30255,0.000000,1276.000000,926.000000,562.000000
ZQB-0218S,81,30256,706.000000,502.000000,511.000000,560.000000
ZQB-0218S,81,30257,0.000000,1528.000000,719.000000,308.000000
ZQB-0218S,37,30258,718.000000,0.000000,88.000000,2398.000000
ZQB-0218S,78,30259,706.000000,0.000000,514.000000,548.000000
ZQB-0218S,65,30260,713.000000,1486.500000,444.000000,447.000000
ZQB-0218S,21,30261,0.000000,2232.000000,892.000000,58.000000
ZQB-0218S,56,30262,1105.000000,1268.000000,92.500000,290.000000
ZQB-0218S,58,30263,927.000000,1572.000000,207.500000,331.000000
ZQB-0218S,86,30264,874.500000,1291.000000,289.000000,405.000000
ZQB-0218S,7,30265,928.000000,358.000000,275.300000,486.000000
ZQB-0218S,84,30266,1079.000000,0.000000,132.500000,291.000000
ZQB-0218S,5,30267,867.000000,0.000000,353.000000,437.000000
ZQB-0218S,28,30268,0.000000,0.000000,560.000000,2378.000000
ZQB-0218S,95,30269,1071.500000,595.000000,148.000000,397.500000
ZQB-0218S,80,30270,627.000000,0.000000,585.000000,547.000000
ZQB-0218S,42,30271,1104.000000,0.000000,58.000000,1032.000000
ZQB-0218S,92,30272,1019.500000,461.000000,179.000000,537.000000
ZQB-0218S,57,30273,0.000000,897.000000,858.000000,380.000000
ZQB-0218S,83,30274,721.000000,0.000000,238.000000,438.000000
ZQB-0218S,69,30275,803.000000,498.000000,388.000000,439.000000
ZQB-0218S,32,30276,1160.000000,0.000000,58.000000,1460.000000
ZQB-0218S,44,30277,606.000000,927.000000,612.000000,197.000000
ZQB-0218S,2,30278,0.000000,0.000000,1162.000000,557.000000
ZQB-0218S,34,30279,742.000000,0.000000,428.000000,1273.000000
ZQB-0218S,44,30280,1065.000000,0.000000,138.000000,554.000000
ZQB-0218S,52,30281,711.000000,1100.500000,489.000000,509.500000
ZQB-0218S,17,30282,0.000000,2359.000000,819.000000,58.000000
ZQB-0218S,79,30283,0.000000,1188.500000,1151.000000,329.000000
ZQB-0218S,50,30284,926.000000,1052.000000,158.000000,238.000000
ZQB-0218S,67,30285,0.000000,1794.000000,780.000000,528.000000
ZQB-0218S,44,30286,0.000000,558.000000,658.000000,369.000000
ZQB-0218S,74,30288,0.000000,935.500000,732.000000,538.000000
ZQB-0218S,65,30289,1000.000000,825.500000,193.000000,651.000000
ZQB-0218S,56,30290,0.000000,1576.000000,810.000000,525.000000
ZQB-0218S,76,30291,0.000000,0.000000,807.000000,218.000000
ZQB-0218S,49,30293,1032.000000,620.000000,176.000000,443.000000
ZQB-0218S,10,30294,0.000000,358.000000,863.000000,38.000000
ZQB-0218S,76,30295,0.000000,1730.000000,934.000000,486.500000
ZQB-0218S,72,30296,0.000000,0.000000,378.000000,2094.000000
