3,YW1-0218S8,0,0.000000,2098.000000,858.000000,337.500000
26,YW1-0218S31,1,975.000000,452.000000,192.000000,425.500000
26,YW1-0218S14,2,963.500000,2229.000000,195.000000,48.000000
18,YW1-0215S3,3,0.000000,2101.000000,480.000000,302.000000
17,YW1-0215S8,4,841.000000,0.000000,330.000000,1022.000000
26,YW1-0218S15,5,0.000000,2325.000000,781.000000,58.000000
19,YW1-0218S5,6,760.000000,0.000000,269.000000,1483.000000
18,YMH-0215S2,7,993.000000,1427.000000,92.500000,405.000000
19,5-0218S1,8,0.000000,990.000000,781.000000,466.500000
17,YW1-0215S4,9,0.000000,1851.000000,971.000000,498.000000
18,YMH-0218SD2,10,156.000000,0.000000,58.000000,1758.000000
26,YW1-0218S31,11,787.000000,1909.000000,379.000000,526.000000
18,YW1-0215S6,12,753.000000,0.000000,427.500000,2101.000000
3,YW1-0218S13,13,377.000000,0.000000,377.000000,2260.000000
26,5-0218S6,14,0.000000,1736.000000,892.000000,475.500000
3,YW1-0218S29,15,827.000000,1851.500000,361.000000,298.000000
19,YW1-0218S21,16,0.000000,1863.000000,838.000000,559.000000
19,YW1-0218S29,17,647.000000,1194.000000,463.000000,560.000000
19,YW1-0218S11,18,886.000000,1737.000000,297.000000,630.000000
26,5-0218S15,19,0.000000,455.000000,494.500000,447.500000
39,YW1-0218S2,20,0.000000,2341.000000,927.000000,58.000000
26,YW1-0218S16,21,451.000000,2269.000000,451.000000,161.000000
17,YW1-0218S20,22,841.000000,594.000000,378.000000,530.000000
26,YW1-0218S9,23,1158.000000,1532.000000,58.000000,482.000000
19,YW1-0218S14,24,948.000000,779.000000,269.000000,703.000000
3,YW1-0215S15,25,0.000000,1091.000000,803.000000,449.000000
18,YW1-0218S5,26,1154.000000,2098.000000,38.000000,326.000000
3,YW1-0218S38,27,0.000000,0.000000,699.000000,327.000000
18,YW1-0218S36,28,604.000000,1000.800000,608.000000,480.000000
17,YW1-0218S30,29,652.000000,780.000000,498.000000,560.000000
17,YW1-0218SD11,30,430.000000,0.000000,557.000000,971.000000
17,YW1-0218S19,31,0.000000,1692.000000,841.000000,594.000000
39,YW1-0215S1,32,1085.000000,0.000000,132.500000,629.000000
26,YW1-0218S34,33,771.000000,555.000000,367.000000,538.000000
3,YW1-0218S7,34,580.000000,0.000000,580.000000,2098.000000
26,YW1-0218SD2,35,1152.000000,0.000000,58.000000,1803.000000
18,YW1-0218S1,36,0.000000,2363.000000,948.000000,58.000000
26,YW1-0215S5,37,0.000000,0.000000,756.000000,2291.000000
26,YW1-0218S45,39,0.000000,1466.000000,548.000000,268.000000
19,YW1-0218S2,40,0.000000,2315.000000,998.000000,56.000000
17,YW1-0218S31,41,0.000000,2398.000000,898.000000,38.000000
19,YW1-0218S1,42,1126.000000,1968.000000,58.000000,345.000000
39,YW1-0218S8,43,696.000000,0.000000,348.000000,2098.000000
3,YW1-0215S1,44,760.000000,2244.000000,338.000000,118.000000
18,YW1-0215S4,45,0.000000,2266.000000,353.000000,172.500000
17,YW1-0218S8,46,0.000000,1715.500000,1198.000000,698.000000
39,YW1-0218S26,47,0.000000,0.000000,38.000000,2438.000000
18,YW1-0218S40,48,0.000000,1888.000000,642.000000,294.000000
39,YW1-0218S19,49,0.000000,1042.000000,749.000000,536.000000
19,YW1-0218S1,50,1078.000000,1482.000000,58.000000,462.000000
3,NJYH-0218S1,51,1103.000000,0.000000,38.000000,798.000000
17,YW1-0218SD16,52,0.000000,1772.000000,494.500000,479.000000
26,XXB-0215S1,53,0.000000,239.000000,425.000000,92.500000
39,YW1-0218S21,54,0.000000,1261.000000,655.000000,425.000000
3,XXB-0218S1,55,0.000000,0.000000,681.000000,291.000000
26,YW1-0218S37,56,756.000000,526.000000,326.000000,482.000000
19,YW1-0218S41,57,0.000000,1344.000000,731.500000,224.100000
19,YW1-0218S8,58,1178.000000,0.000000,38.000000,914.000000
18,CBZP-0218S1,59,973.000000,247.000000,231.000000,227.500000
17,YW1-0218S14,60,0.000000,1901.000000,970.000000,536.000000
39,YW1-0218S9,61,1148.000000,0.000000,58.000000,504.000000
26,YW1-0218S41,62,0.000000,0.000000,533.000000,530.000000
3,YW1-0218S27,63,798.000000,1487.500000,410.000000,378.000000
26,YW1-0218S23,64,1154.000000,0.000000,58.000000,771.000000
3,YW1-0218S14,65,993.500000,0.000000,58.000000,2182.000000
18,YW1-0218S33,66,911.000000,0.000000,302.000000,376.000000
26,YW1-0218S32,67,862.000000,1999.000000,341.000000,298.000000
39,YW1-0218S18,68,0.000000,2144.000000,835.000000,278.000000
3,YW1-0218S29,69,858.000000,758.000000,338.000000,327.000000
17,YW1-0218SD6,70,1034.000000,0.000000,148.000000,768.000000
18,YW1-0218S4,72,580.000000,0.000000,388.000000,2198.000000
39,YW1-0215S10,73,0.000000,0.000000,504.000000,2244.000000
18,YW1-0218S11,74,0.000000,0.000000,441.500000,2134.000000
26,YW1-0215S10,75,0.000000,0.000000,771.000000,2051.000000
17,YW1-0218S31,76,0.000000,996.000000,880.000000,398.000000
18,YW1-0218S31,77,752.000000,0.000000,404.000000,447.000000
19,YW1-0218S5,78,923.000000,1871.000000,292.000000,485.000000
19,QKQ-0218S1,79,0.000000,0.000000,428.500000,1884.000000
26,YW1-0218S20,80,0.000000,1538.000000,867.000000,557.000000
17,YW1-0218SD7,81,970.000000,0.000000,58.000000,2008.000000
19,YW1-0218S36,82,0.000000,1680.000000,811.000000,329.500000
26,YW1-0218S25,83,714.000000,0.000000,298.000000,2388.000000
3,YW1-0225S1,84,398.000000,2298.000000,398.000000,88.000000
18,YW1-0218S36,85,0.000000,1491.600000,608.000000,480.000000
17,YW1-0218S8,86,0.000000,0.000000,559.000000,1715.500000
18,YW1-0215S7,87,0.000000,0.000000,821.000000,2001.000000
17,YW1-0215S1,88,812.000000,2001.000000,148.000000,412.000000
26,YW1-0218S31,89,0.000000,1909.000000,787.000000,526.000000
18,YW1-0215S2,90,948.000000,0.000000,198.000000,488.000000
3,NJYH-0218S1,91,1103.000000,798.000000,38.000000,798.000000
3,YW1-0218S28,92,0.000000,1520.000000,778.000000,379.000000
19,YW1-0218S8,93,0.000000,2356.000000,810.000000,58.000000
3,NJYH-0215S1,94,692.000000,239.000000,438.000000,118.000000
