25,YSH-0218S,2516,0,580.000000,0.000000,562.000000,1998.000000
23,HT9-0218S,2300,1,369.500000,1314.000000,622.000000,176.000000
15,XXB-0218S,1541,2,718.000000,1513.000000,474.800000,288.000000
17,YSH-0218S,1722,3,925.000000,1566.000000,294.500000,298.000000
5,YSH-0225S,485,4,557.000000,0.000000,558.000000,1237.500000
4,YSH-0218S,336,5,0.000000,0.000000,646.000000,521.000000
4,YSH-0215S,320,6,0.000000,462.000000,1080.000000,685.000000
24,YSH-0218S,2415,7,0.000000,354.000000,903.500000,613.000000
25,YSH-0215S,2498,8,1120.500000,723.000000,52.500000,623.000000
25,JH-0218S,2470,9,0.000000,766.000000,1033.000000,326.000000
5,YSH-0215S,432,10,714.000000,0.000000,238.000000,288.000000
24,YSH-0218SD,2423,11,0.000000,0.000000,997.000000,2208.000000
17,YSH-0218SD,1747,12,290.000000,0.000000,58.000000,1988.000000
25,YDH-0218S,2484,14,723.000000,757.000000,482.000000,167.000000
25,YSH-0218S,2546,15,920.000000,1499.000000,290.000000,388.000000
22,HT9-0218S,2161,16,0.000000,0.000000,598.000000,2377.000000
23,HT9-0215S,2282,17,720.000000,339.000000,118.000000,338.000000
25,YSH-0218S,2538,18,0.000000,308.000000,375.000000,1514.000000
25,YSH-0215S,2508,19,0.000000,1034.000000,815.000000,439.000000
24,YSH-0215S,2359,20,961.000000,1328.000000,118.000000,488.000000
16,YSH-0218S,1655,21,0.000000,0.000000,771.000000,555.000000
22,HT9-0225S,2218,22,573.000000,0.000000,580.000000,1188.000000
25,YSH-0218S,2516,23,1142.000000,1092.000000,48.000000,304.000000
25,YSH-0215S,2507,24,0.000000,387.500000,771.000000,492.500000
4,YSH-0218SD,378,25,0.000000,0.000000,762.000000,535.000000
25,XYHX-0218S,2476,26,0.000000,0.000000,705.000000,297.000000
4,YSH-0218S,365,27,1180.000000,0.000000,38.000000,1058.000000
24,YSH-0218S,2384,28,0.000000,962.000000,748.000000,310.000000
25,YSH-0218S,2548,29,918.000000,0.000000,272.000000,274.500000
25,YDH-0218S,2483,30,0.000000,0.000000,1156.000000,961.000000
15,NSLH-0218S,1518,31,0.000000,1873.500000,1034.000000,277.500000
17,YSH-0218SD,1747,32,348.000000,0.000000,58.000000,1988.000000
22,HT9-0218S,2171,33,678.000000,0.000000,58.000000,836.000000
22,PGBL-0418S,2220,35,397.000000,0.000000,478.000000,642.500000
4,YSH-0218S,351,36,0.000000,0.000000,736.500000,426.300000
4,YSH-0218S,339,37,76.000000,0.000000,98.000000,844.000000
4,HT9-0215S,260,39,0.000000,0.000000,502.000000,1549.500000
15,NSLH-0215S,1496,40,0.000000,0.000000,749.000000,419.500000
22,HT9-0218S,2210,41,746.000000,0.000000,427.500000,494.500000
23,HT9-0215S,2281,42,0.000000,339.000000,980.000000,901.500000
22,HT9-0215S,2156,44,1000.000000,1752.000000,118.000000,438.000000
22,HT9-0218S,2217,45,695.500000,0.000000,447.000000,375.000000
17,YSH-0218S,1735,46,347.000000,0.000000,348.000000,1558.000000
4,HT9-0218S,281,47,0.000000,529.000000,871.000000,510.000000
4,YSH-0218SD,381,48,232.000000,317.000000,78.000000,873.000000
23,HT9-0218S,2285,49,0.000000,448.000000,560.000000,476.000000
5,YSH-0218SD,481,51,753.000000,0.000000,445.000000,729.500000
5,YSH-0218S,460,52,0.000000,580.000000,861.000000,307.500000
25,YDH-0215S,2480,53,0.000000,0.000000,482.000000,1901.000000
15,NSLH-0218S,1516,54,1142.000000,0.000000,58.000000,1303.000000
5,YSH-0218S,452,55,589.500000,579.000000,580.000000,546.000000
18,YSH-0215S,1861,56,762.000000,515.000000,339.000000,502.000000
24,YSH-0218SD,2447,57,0.000000,569.000000,777.000000,355.000000
15,NSLH-0218S,1514,58,786.000000,560.000000,429.000000,462.000000
5,YSH-0218S,461,59,0.000000,665.000000,608.000000,558.000000
5,YSH-0218S,451,60,557.000000,327.000000,579.000000,1252.000000
5,YSH-0215S,427,61,846.000000,1466.000000,178.000000,714.000000
4,HT9-0218S,271,62,920.000000,0.000000,288.000000,379.500000
4,HT9-0215S,255,63,0.000000,158.000000,812.500000,2241.000000
23,HT9-0218S,2300,64,0.000000,1854.500000,540.000000,424.000000
22,HT9-0218S,2217,65,0.000000,384.000000,708.500000,378.000000
22,PGBL-0418S,2221,66,0.000000,0.000000,642.500000,476.000000
15,NSLH-0218S,1520,67,749.000000,0.000000,409.000000,579.000000
15,NSLH-0218S,1498,68,1174.000000,0.000000,38.000000,773.000000
15,NSLH-0218S,1516,69,846.500000,1494.000000,304.000000,447.000000
16,YSH-0215S,1635,70,0.000000,0.000000,604.000000,389.000000
4,HT9-0218S,264,71,0.000000,1714.500000,871.000000,527.000000
17,PGBL-0418S,1695,72,0.000000,0.000000,357.500000,344.000000
4,YSH-0218S,363,73,0.000000,1567.500000,1198.000000,830.000000
5,YSH-0218S,453,74,0.000000,558.000000,714.000000,557.000000
