ZQB-0218S,1,30610,0,0,2.438000e+00,5.800000e-01
ZQB-0218S,1,30855,0,5.800000e-01,2.398000e+00,5.780000e-01
ZQB-0218S,2,30735,0,0,9.590000e-01,5.790000e-01
ZQB-0218S,2,30970,0,5.790000e-01,9.590000e-01,3.080000e-01
ZQB-0218S,2,30784,0,8.870000e-01,9.550000e-01,3.800000e-02
ZQB-0218S,2,30555,9.590000e-01,0,6.545000e-01,5.060000e-01
ZQB-0218S,2,30289,9.590000e-01,5.060000e-01,6.510000e-01,1.930000e-01
ZQB-0218S,2,30744,1.613500e+00,0,8.230000e-01,5.580000e-01
ZQB-0218S,2,30470,1.613500e+00,5.580000e-01,8.230000e-01,2.480000e-01
ZQB-0218S,2,30720,1.613500e+00,8.060000e-01,8.230000e-01,3.800000e-02
ZQB-0218S,2,30743,1.613500e+00,8.440000e-01,8.220000e-01,3.045000e-01
ZQB-0218S,3,30347,0,0,2.008000e+00,5.500000e-01
ZQB-0218S,3,30870,2.008000e+00,0,4.270000e-01,2.945000e-01
ZQB-0218S,3,30483,2.008000e+00,2.945000e-01,4.120000e-01,3.770000e-01
ZQB-0218S,3,30237,2.008000e+00,6.715000e-01,4.120000e-01,3.580000e-01
ZQB-0218S,4,30215,0,0,2.034000e+00,4.100000e-01
ZQB-0218S,4,30403,0,4.100000e-01,3.380000e-01,1.180000e-01
ZQB-0218S,4,30523,3.380000e-01,4.100000e-01,3.380000e-01,1.180000e-01
ZQB-0218S,4,30572,6.760000e-01,4.100000e-01,3.380000e-01,1.180000e-01
ZQB-0218S,4,30905,1.014000e+00,4.100000e-01,3.380000e-01,1.180000e-01
ZQB-0218S,4,30963,1.352000e+00,4.100000e-01,3.380000e-01,1.180000e-01
ZQB-0218S,4,31006,1.690000e+00,4.100000e-01,3.380000e-01,1.180000e-01
ZQB-0218S,4,30426,0,5.280000e-01,3.380000e-01,7.800000e-02
ZQB-0218S,4,30485,3.380000e-01,5.280000e-01,3.380000e-01,7.800000e-02
ZQB-0218S,4,30496,6.760000e-01,5.280000e-01,3.380000e-01,7.800000e-02
ZQB-0218S,4,30828,1.014000e+00,5.280000e-01,3.380000e-01,7.800000e-02
ZQB-0218S,4,30960,1.352000e+00,5.280000e-01,3.380000e-01,7.800000e-02
ZQB-0218S,4,31007,1.690000e+00,5.280000e-01,3.380000e-01,7.800000e-02
ZQB-0218S,4,30604,2.034000e+00,0,3.975000e-01,2.480000e-01
ZQB-0218S,4,30869,2.034000e+00,2.480000e-01,3.955000e-01,2.125000e-01
ZQB-0218S,4,30592,2.034000e+00,4.605000e-01,3.950000e-01,3.950000e-01
ZQB-0218S,5,30399,0,0,7.620000e-01,5.770000e-01
ZQB-0218S,5,30911,0,5.770000e-01,7.620000e-01,5.580000e-01
ZQB-0218S,5,30506,7.620000e-01,0,4.540000e-01,3.590000e-01
ZQB-0218S,5,30811,1.216000e+00,0,4.540000e-01,3.590000e-01
ZQB-0218S,5,30621,7.620000e-01,3.590000e-01,9.065000e-01,8.100000e-01
ZQB-0218S,5,30320,1.670000e+00,0,4.600000e-01,2.580000e-01
ZQB-0218S,5,30220,1.670000e+00,2.580000e-01,4.600000e-01,1.780000e-01
ZQB-0218S,5,30999,1.670000e+00,4.360000e-01,4.575000e-01,2.890000e-01
ZQB-0218S,5,30822,1.670000e+00,7.250000e-01,4.570000e-01,1.180000e-01
ZQB-0218S,5,30314,1.670000e+00,8.430000e-01,4.555000e-01,1.245000e-01
ZQB-0218S,5,30382,1.670000e+00,9.675000e-01,4.540000e-01,5.800000e-02
ZQB-0218S,5,30758,2.130000e+00,0,2.980000e-01,1.460000e-01
ZQB-0218S,5,30662,2.130000e+00,1.460000e-01,2.970000e-01,3.800000e-02
ZQB-0218S,5,30266,2.130000e+00,1.840000e-01,2.910000e-01,1.325000e-01
ZQB-0218S,5,30262,2.130000e+00,3.165000e-01,2.900000e-01,9.250000e-02
ZQB-0218S,5,30246,2.130000e+00,4.090000e-01,2.880000e-01,1.980000e-01
ZQB-0218S,5,30249,2.130000e+00,6.070000e-01,2.880000e-01,1.580000e-01
ZQB-0218S,5,30379,2.130000e+00,7.650000e-01,2.830000e-01,3.800000e-02
ZQB-0218S,5,30983,2.130000e+00,8.030000e-01,2.790000e-01,1.850000e-01
ZQB-0218S,6,30768,0,0,4.470000e-01,2.010000e-01
ZQB-0218S,6,30700,0,2.010000e-01,4.470000e-01,1.950000e-01
ZQB-0218S,6,30775,0,3.960000e-01,4.470000e-01,1.510000e-01
ZQB-0218S,6,30460,0,5.470000e-01,4.445000e-01,4.145000e-01
ZQB-0218S,6,30354,0,9.615000e-01,4.440000e-01,4.800000e-02
